genre_id,name,full_path,year_emerged,description,artists
10.05.05,Rap Rock/Rapcore/Funk Metal,10.05.05: Rock -> Alternative Rock/Indie -> Rap Rock/Rapcore/Funk Metal,1990,"The combination of Rock and Rap found its origin in the eighties, with the desire of Run DMC’s producers to reach a bigger audience and restyle Aerosmith’s “Walk This Way” into a Rap Song. But at the start of the nineties, a real genre emerges: Hard Alternative, Rap Rock, Rapcore, or Funk Metal. Strictly speaking, these are all different genres but so closely related, it’s pointless to separate them. In short, they are heavier, faster types of Alternative Rock, with strong influences from (classic East Coast) Rap music, sharing the same ferocity and anti-commercial mindset. One must not forget after all, that Rap was still “fresh” in 1990 (especially in Europe) even though it was already sixteen years old. As a result, artists were eager to infuse Rap in contrasting genres such as Acid House and Hardcore/Alt Rock.

The lyrics are fast, in a raplike way (or even true raps), and the music is more rhythmical than other types of Rock. Both Rock and Rap artists crossed over to each other’s side, but unfortunately the genre didn’t break through in mainstream charts. Even the conceptual “Judgement Day” soundtrack - an experiment of teaming up harder Rock bands with aggressive Rap bands – failed to meet the (high) sale expectations.

Sometimes Rap Rock crosses over into anything remotely raplike, such as Funk (called Funk Metal, though it is barely Metal at all), Breakbeat, or even Reggae/Ragga. Rapcore (Hardcore + Rap) gradually became harder, more experimental and mixed with Metal, evolving into Nu-Metal or Rap Metal.
","[""311"",""AWOLNATION"",""Biohazard & Onyx"",""Bloodhound Gang"",""Clawfinger"",""Dog Eat Dog"",""Faith No More"",""Jane's Addiction"",""Kid Rock"",""LINKIN PARK"",""Limp Bizkit"",""Linkin Park"",""Living Colour"",""Phunk Junkeez"",""Rage Against the Machine"",""Red Hot Chili Peppers"",""Street Sweeper"",""Transplants"",""Urban Dance Squad""]"
10.05.09,Britpop,10.05.09: Rock -> Alternative Rock/Indie -> Britpop,1994,"If every reaction has a “re-reaction”, then Britpop is the re-reaction to Grunge (since Grunge was a reaction itself against Glam Metal). Enough with all the feeble, depressing sorrow and back to glamorous Rock! This soft but catchy kind of Pop is sometimes credited as the least original genre of the nineties. On an auditory level there is indeed not much shocking: a clear wink to British (of course) Mersey Beat but roughened up by the presence of Indie Rock, with sometimes synthesizers and electronic effects to cast a certain glam mood. What makes the genre so well-known, popular and clearly defined is not its sound then, but the Rock ‘n’ Roll mentality of it: the cocky attitude of British frontmen determined to conquer the stage, steal the show and awe the masses. There is a reason for such attitude: many British bands were fed up with the overall dominance of American Rock bands in the British hit charts of the early nineties (mostly due to Grunge). As such they created a strong anti-American music genre, with a very narrow range of influences (all British). Of course, the sound, vocals and song structure are all means to this end. Which explains why Britpop is same meat, different gravy, but very attractive.
","[""Ball Park Music"",""Basement"",""Blur"",""Cast"",""Caviar"",""Del Amitri"",""Dodgy"",""Elastica"",""Elbow"",""Franz Ferdinand"",""Gorillaz"",""Mansun"",""Oasis"",""Ocean Color Scene"",""Pulp"",""Suede"",""Supergrass"",""The Beautiful South"",""Travis""]"
10.05.10,Post-Grunge Alt Rock,10.05.10: Rock -> Alternative Rock/Indie -> Post-Grunge Alt Rock,1995,"In the mid-nineties Grunge was barely a shadow of its former self. Its demise had not been in vain however. Many new Rock bands filled the hole that Grunge left and were especially influenced by its tragic, introspective, sentimental lyrics. Post-Grunge elaborated further on this theme but also took a step away from Grunge’s heavy distortion, chaos and roughness. The result was a slicker, more polished sound with a clear song structure that turned out to be a commercial success. Post-Grunge became so popular that it stayed in the mainstream much longer than other “Alternative” Rock (though no surprise as its newest genre), against the will of various opponents. These antagonists claimed that Post-Grunge was merely a commercial imitation of something genious and that it should be clearly separated from the original (leading to its name). On the other hand, the fans saw it as the culmination of Rock where finally a perfect balance of roughness versus slickness was found.
","[""3 Doors Down"",""A Perfect Circle"",""Aimee Mann"",""Alanis Morissette"",""Angels & Airwaves"",""Arcade Fire"",""Arctic Monkeys"",""Banda los Lagos/Better Than Ezra"",""Barenaked Ladies"",""Beck"",""Becky G and Peso Pluma"",""Beths"",""Better Than Ezra"",""Better Than Ezra/DJ Swamp"",""Better Than Ezra/Toddy"",""Big Thief"",""Björk"",""Bleachers"",""Blitzen Trapper"",""Bloc Party"",""Blue October"",""Blues Traveler"",""Breaking Benjamin"",""Bush"",""Cage The Elephant"",""Cage The Elephant feat. Alison Mosshart"",""Cage the Elephant"",""Cage the Elephant & Beck"",""Cake"",""Cat Power"",""Christophe Beck & Mark Kilian"",""Coldplay"",""Constantine M."",""Cookie & The Cupcakes"",""Coral Grief"",""Counting Crows"",""Cowboy Mouth"",""Creed"",""Creeper Lagoon"",""Dada"",""Daniele Luppi & Parquet Courts"",""Death Cab For Cutie"",""Death Cab for Cutie"",""Death From Above 1979"",""Deep Sea Diver"",""Dehd"",""Dido"",""Eels"",""Everclear"",""Feeder"",""Foo Fighters"",""Future Islands"",""Garbage"",""Geese"",""Gin Blossoms"",""Green Day"",""Green Day & U2"",""HAIM"",""HIM"",""Haim"",""IDLES"",""IDLES & LCD Soundsystem"",""Ida Maria"",""Imagine Dragons"",""Ingram Hill"",""Jed Leiber / Jeff Beck"",""KT Tunstall"",""Keller Williams & The Keels"",""Letters to Cleo"",""Lisa Loeb"",""Lit"",""Low Cut Connie"",""Modest Mouse"",""Måneskin"",""Nickelback"",""PJ Harvey"",""Panic! At The Disco"",""Panic! at the Disco"",""Parquet Courts"",""Peabody"",""Pete Yorn"",""Phoenix"",""Presidents of the United States of America"",""Radiohead"",""Rainbow Kitten Surprise"",""Remy Zero"",""Robin Beck"",""SAULT"",""Sarah McLachlan"",""Sault"",""Seether"",""Sheryl Crow"",""Shinedown"",""Silversun Pickups"",""Slothrust"",""Slothrust & Lzzy Hale"",""Soul Asylum"",""Spin Doctors"",""Sponge"",""Spoon"",""Stained"",""TV On The Radio"",""TV On the Radio"",""TV on the Radio"",""Tacocat"",""Ted Leo"",""Tenacious D"",""The Airborne Toxic Event"",""The Amps"",""The Benjy Davis Project"",""The Beths"",""The Flaming Lips"",""The Growlers"",""The Hives & Cyndi Lauper"",""The Killers"",""The Kooks"",""The Rakes"",""The Red Jumpsuit Apparatus"",""The Sheila Divine"",""The Shins"",""The Smashing Pumpkins"",""The Toadies"",""The Vaccines"",""The Working Title"",""They Might Be Giants"",""Ty Segall"",""U2"",""Viagra Boys"",""Waxahatchee"",""Weezer"",""Yeah Yeah Yeahs"",""Ziyad Al-Samman""]"
10.05.11,Contemporary Southern Rock,10.05.11: Rock -> Alternative Rock/Indie -> Contemporary Southern Rock,null,"There's a modern group of artists who mix the sensabilities of Contemporary Alt/Garage Rock with aspects of Classic Southern Rock.
","[""Alabama Shakes"",""Brittany Howard"",""Dexter and The Moonrocks"",""Edward Sharpe & The Magnetic Zeros"",""Edwin Sharpe and the Magnetic Zeros"",""Elle King"",""Kings of Leon"",""The Weeks""]"
10.05.12,Jam Bands,10.05.12: Rock -> Alternative Rock/Indie -> Jam Bands,null,"Artists known especially for long, live sets, improvisation, and shows that vary widly from day to day.
","[""Dave Matthews & Tim Reynolds"",""Dave Matthews Band"",""Dispatch"",""Farm Dogs"",""G. Love And Special Sauce"",""My Morning Jacket"",""O.A.R."",""Phish"",""The Grateful Dead"",""Widespread Panic""]"
10.05.13,Folk Rock/Alt Country,10.05.13: Rock -> Alternative Rock/Indie -> Folk Rock/Alt Country,2008,"Although this genre is obviously a form of Folk music, a large and welcoming familiarity within Rock/Pop circles combined with a heavy influence from popular music justifies its presence on the map. In fact, Freakfolk is so eclectic that it cannot belong to only one super-genre and is sometimes called Free Folk. As a subgenre of Indie Folk (which is any combination of Alternative/Contemporary Rock and Folk) it started off rather slowly around 2003. Psychedelic Folk Rock Bands such as The Incredible String Band, Holy Modal Rounders and Comus inspired diverse artists into a new, hypnotic and druggy kind of Folk. Modal based structure (like Modal Jazz) and multi-layering of freaky sounds with the most unusual instruments are the primary contributors to its experimental nature. It’s hard to put a common denominator on Freakfolk’s sound, which is exactly why it’s called that way or by its synonym: New Weird America.

Indie Folk's history can be traced back to the nineties, when Alternative Rock bands revive Folk once more. But it wasn’t until the arrival of certain promiscuous Electropop singles and later Moombahton and derivatives that both Indie Folk and Freakfolk really build up momentum. This youth-oriented, twerk-friendly, hyperactive and formulaic music pushed Freakfolk and Indie Folk even more in the opposite direction, and created an incentive for more mature, honorable and unpredictable music. The latest forms of Indie Folk (which have become highly popular, like e.g. Mumford & Sons) are also known as Nu-Folk.
","[""AdriAnne Lenker"",""Adrianne Lenker"",""Aldous Harding"",""Allison Moorer"",""Amos Lee"",""Amy Lee / Nicole Yarling"",""Andre Ethier"",""Angela Autumn"",""Angus & Julia Stone"",""Another Michael"",""Antigone Rising"",""Ariel Sharratt & Mathias Kom (The Burning Hell)"",""Arlo Parks"",""Arthur Russell"",""Avec pas d'casque"",""Avril Lavigne"",""Bare Jr."",""Basia Bulat"",""Bear's Den"",""Ben Harper"",""Ben Harper And Relentless7"",""Ben Harper and the Innocent Criminals"",""Ben Schultz Band"",""Better Oblivion Community Center"",""Bill Callahan"",""Black Prairie"",""Bon Iver"",""Bonnie 'Prince' Billy"",""Boy & Bear"",""Brandi Carlile"",""Brandi Carlile & Emmylou Harris"",""Bright Eyes"",""Bry Webb"",""CMAT"",""Caamp"",""Caitlin Rose"",""Caroline"",""Cass McCombs"",""Charalambides"",""Charlotte Cornfield"",""Chris Staples"",""CocoRosie"",""Cowboy Junkies"",""Craig Finn"",""Damien Jurado"",""Dawes"",""Devendra Banhart"",""Doug Paisley"",""Drive-By Truckers"",""Emmylou Harris"",""Eric Chenaux"",""Evan J Cartwright"",""Fionn Regan"",""First Aid Kit"",""Fleet Foxes"",""Frankie Cosmos"",""Fresh Pepper"",""Frog Eyes"",""Georgia Ruth"",""Gillian Welch"",""Golden Smog"",""Grizzly Bear"",""HAIR & BEAUTY"",""Haley Heynderickx and Max Garcia Conover"",""Have Gun Will Travel"",""Heartless Bastards"",""Hiss Golden Messenger"",""Houndmouth"",""Hurray For the Riff Raff"",""Hurray for the Riff Raff"",""Iron & Wine"",""Jack Johnson"",""James Irwin"",""Jeff Tweedy"",""Jennifer Castle"",""Jesse Sykes & The Sweet Hereafter"",""Jesse Welles"",""Jessie Jones"",""Jim James"",""Joanna Newson"",""John Denver"",""John Fohl"",""Jolie Holland"",""Joshua Burnside"",""Julien Baker & TORRES"",""Kasey Chambers"",""Kathleen Edwards"",""Katy J Pearson & Maudlin"",""Kerosene Brothers"",""Kurt Vile"",""Lady Lamb"",""Lambchop"",""Langhorne Slim & The Law"",""Laura Marling"",""Leif Vollebekk"",""Leith Ross"",""Leo Kottke"",""Li'l Andy"",""Lipbone Redding"",""Lord Huron"",""Lord Huron & Allison Ponthier"",""Los Lobos"",""Lucinda Williams"",""Lucy Dacus"",""Luke Temple"",""Lydia Loveless"",""Lyle Lovett"",""MJ Lenderman"",""Mapache"",""Margot and the Nuclear So & So's"",""Mark Knopfler & Emmylou Harris"",""Matt Berninger"",""Matt Berninger & Hand Habits"",""Matt Berninger & Ronboy"",""Medium Build"",""Meeting of Important People"",""Messages From Angels"",""Mia Doi Todd"",""Michael Reno Harrell"",""Mindy Smith"",""Molly Sarlé"",""Mt. Joy"",""Mumford & Sons"",""Myshkin"",""Nabihah Iqbal"",""Nace Brothers"",""Natalie Merchant"",""Neko Case"",""Neutral Milk Hotel"",""Nicholas Krgovich"",""Noah Kahan"",""Noah and the Whale"",""Of Monsters And Men"",""Old 97'S"",""Old Fire"",""P.M."",""Palace"",""Pinegrove"",""Puss N Boots"",""Ray LaMontagne"",""Ryan Davis & the Roadhouse Band"",""S.G. Goodman"",""Scott Orr"",""Seabear"",""Shakey Graves"",""Shovels & Rope"",""Son Volt"",""Strand of Oaks"",""Sun Kil Moon"",""The Avett Brothers"",""The Barr Brothers"",""The Bones of J.R. Jones"",""The Clumsy Lovers"",""The Corrs"",""The Cranberries"",""The Decemberists"",""The Dutchess & The Duke"",""The Handsome Family"",""The Head And The Heart"",""The Head and the Heart"",""The Highwomen"",""The Jayhawks"",""The Lumineers"",""The Mavericks"",""The Mountain Goats"",""The New Basement Tapes"",""The Secret Sisters & Ray LaMontagne"",""The Strumbellas"",""The Tallest Man on Earth"",""The Waterboys"",""The Weather Station"",""The White Buffalo"",""This Is The Kit"",""This Is the Kit"",""Tim Baker"",""Uncle Tupelo"",""Valerie June"",""Violent Femmes"",""Wednesday"",""Westside Cowboy"",""Whiskeytown"",""Wilco"",""Wood Andrews"",""Zach Bryan"",""Zach Bryan & Noeline Hofmann"",""caroline"",""two white cranes""]"
10.05.14,Contemporary Blues Rock,10.05.14: Rock -> Alternative Rock/Indie -> Contemporary Blues Rock,2008,,"[""All Them Witches"",""Black Joe Lewis"",""Black Joe Lewis & The Honeybears"",""Chris Rea"",""Fantastic Negrito"",""Gary Clark Jr"",""Gary Clark Jr."",""Gary Moore"",""Greta Van Fleet"",""Monkeyjunk"",""Nathaniel Rateliff & The Night Sweats"",""Roy Buchanan"",""The Black Keys"",""ZZ Ward""]"
10.05.15,New Progressive and Math Rock,10.05.15: Rock -> Alternative Rock/Indie -> New Progressive and Math Rock,2005,"Progressive Rock is a large and durable family of music often divided into several subgenres. One of these for example, is Neo-Prog(ressive Rock). During the eighties, a second wave of artists further experimented with modern technology and often into more symphonic or classical directions. Though over the course of time, Progressive Rock lost that edge over other genres as eclecticism, electronic influences and experimentation in general became more and more basic tools of any Rock band in order to bring something new and exciting to the table. Only a select number of bands could attain the label “Progressive”.

Several decades after Neo-Prog’s creation, New Prog arrives (also labeled Post-Prog or Nu Prog). In a way, New Prog(ressive) is like Prog Metal: a means to classify recent Rock bands that are hard to categorize, but who share a love for original Progressive Rock while staying underground. From the mid nillies onwards, there has been a rise in eclectic bands with a natural talent towards experimentation and high contrast unfrequently used in other genres. This Post-Prog wave differs from the original Prog Rock by an affinity for newer, heavier genres (especially the sharp ones, such as Punk, Hardcore, and Speed Metal). This makes Nu Prog no more eclectic than other Contemporary Rock genres such as Dance-Punk or Chillwave, but it places it at the other side of the spectrum: away from Pop and House. What we have here then is a sort of Post Rock-meets-Metalcore genre; a crisp and clean combination of soft and hard song parts that naturally can cross over to Math Rock.
","[""Ahleuchatistas"",""Coheed & Cambria"",""Good Tiger"",""Kayo Dot"",""King Gizard and the Lizard Wizard"",""Kiran Leonard"",""Klangstof"",""MUTEMATH"",""Menomena"",""Mystery Jets"",""Ozric Tentacles"",""Porcupine Tree"",""The Mars Volta"",""The Smile"",""Thee Oh Sees"",""YHWH Nailgun""]"
11,Metal,11: Metal,null,"Although for most people Heavy Metal is (correctly) a harder and faster type of Rock, the genre is actually a continuation of “the Devil’s music”: Blues. After Metal’s experimental phase during the seventies (read more at Classic Metal), it lost a lot of its Blues influences and evolved rapidly into a variety of different styles. Two aspects of Blues have always remained however: lyrics about sorrow, nihilism, pain, tragedy, and a more concealed subtext revolving the Devil (though for Blues this was more a reputation than an actual theme). Heavy Metal expanded on these aspects in an obsessive manner. Death, destruction, corpses, zombies, Satan, pentagrams, evil themes, lots of black, torture, sharp and gothic artwork, and a hand symbol that both resembles the Devil’s horns and the letter “M”. These are the main elements of stereotypical Metal artwork/culture that have become so dominant that anything else is almost an exception to the rule. The visual language of Metal – a symbolism of anything dark or evil – transcends into corresponding fashion: black T-shirts with Metal artwork, black leather, wristbands with sharp pins, long sleazy hair, black jeans and of course: metal.

The term “Heavy Metal” describes well the two cornerstone aspects of the genre. It is heavy due to more amplification and distortion than Rock and it is also very “metallic”, meaning technical/rational. Heavy Metal is an overcharged engineer among genres, with highly technical unique elements such as blast beats, double bass drums, 12 string bass, lightning guitar solos and difficult voice techniques (grunting, falsetto, opera, screeching, etc.). Heavy Metal songs are usually longer than Rock songs, with more elaborate and diverse song structures. Without a radio friendly format, Metal has stayed clear from mainstream attention, although the genre is internationally well-known and connects fans across the most diverse of countries. Riffs are even more important than in Rock, and form the foundation around which many Metal songs are built. Many Metal riffs, especially early ones, make use of the Tritone: a musical dissonant interval of three whole tones that conveys a sense of restlessness. As such, the Tritone used to be associated with the Devil (Tritonus Diabolus in Musica Est) since the 18th century. What makes Metal appealing as well is a strong tendency for the theatrical. Metal likes to be bombastic to fortify its message (often of doom or evil), whether by classical elements, synth elements, more instrumentation, instrumental intermezzos, or elaborate intros.

“Heavy Metal” as a phrase can be traced back to Steppenwolf’s famous Hard Rock single “Born to be Wild”, in which the line “Heavy Metal Thunder” is mentioned: a quote from William S. Burrough’s book “Naked Lunch”. After all, Heavy Metal and Hard Rock were more or less the same in the early stages of the genre.

Heavy Metal is extremely popular within nerd culture. This is no coincidence: Metal is music for the analytical mind; it does not simply present itself but challenges the listener to carefully dissect the overload of mid- and low-frequency aural information. In order to absorb all of the music, Metal urges to re-listen at high volume. Because nerd culture has taken an interest in Metal, it has become one of the most defined, examined and structured super-genres, with a strong hierarchical genealogy and copious (over 50) subgenres, sometimes bordering on the ludicrous. Christian Black Metal, Pirate Metal and Viking Metal are such examples. It is only a matter of time before Ninja Metal gets invented, but until then, there is already plenty to explore within one of the healthiest super-genres and with one of the most loyal fan bases. Metal has considerable overlapping with Hardcore Punk, as both genres share a love for speed and heavy guitar music. Grunge is sometimes regarded as a part of Metal as well, but this has led to a backlash of German Metal fans, who swear only by so called “True Metal”: Metal without Grunge or other crossovers.

Although Metal culture is (just like Hardcore Punk) largely drug-free, the average alcohol consumption tends to be much higher than within any other music culture and certain genres (Folk Metal or Viking Metal) are conceived as the perfect music to be very, very drunk to. Combined with the special Metal “dance” of head-banging, Metal is far from an introvert genre – it’s meant to bring down the house.
",null
11.01,Classic Metal,11.01: Metal -> Classic Metal,1970,"Heavy Metal used to be an interchangeable term with Hard Rock in the late sixties. The earliest examples of the genre - Classic (Heavy) Metal - are often cited as Hard Rock examples and vice versa. As such, Classic Metal is a loosely defined genre: simply “Harder-than-Hard Rock”, mainly by means of more amplification and distortion. However, two British bands marked a turning point after which the schism with Rock was a fact: Black Sabbath and Led Zeppelin.

The shocking tragedy of four deaths and excessive violence at the Altamont Festival in 1969 marked the end of the flower power age, a temporary exile of the Rolling Stones and most importantly: a loss of belief in the hippy utopia. Rock couldn’t make the world a better place and everyone had witnessed the dark side of human nature: deep down inside man is evil. The first band to be influenced by this event was Led Zeppelin. Described at the time as Rock music being dark, heavy and gloomy, it was almost impossible to listen to. Black Sabbath developed an even slower, tuned-down sound, yet also full of distortion, with thick and heavy riffs. In their later work they also experimented with tempo and different instrumentation. Both bands feature lengthy songs, with elaborate guitar solos, while often referring to satanic or dark themes.

These early blueprints inspired Blues Rock and Acid Rock artists into a similar sound and style, yet over the course of time Blues influences became replaced by a pure metallic sound.
","[""Black Sabbath"",""Blue Cheer"",""Blue Öyster Cult"",""Budgie"",""Deep Purple"",""Judas Priest"",""Led Zeppelin"",""Mountain"",""Ozzy Osbourne"",""UFO"",""Uriah Heep""]"
11.02,Progressive Metal,11.02: Metal -> Progressive Metal,1974,"A few Heavy Metal bands (eventually more and more) could not be classified within any existing genre. The metal community, more obsessed with genres and classification than any other music community, came up with progressive metal or Prog Metal. Yet it would be too easy to discard Progressive Metal as a residual non-genre. In the footsteps of Progressive Rock, Prog Metal bands experiment with long, elaborately structured songs and adding classical or exotic elements. They thrive to make Metal sound more intense, crisp and clean, yet unpredictable and non-formal. By doing so, Prog Metal also sounds somewhat less heavy and thus gained less appeal. Most Progressive Metal uses more sound layers or tracks than other Metal genres, accompanied by a steady rhythm. Prog Metal sounds like the delicate middle ground between Power Metal, Gothic Metal, and Thrash Metal. In this quest for metallic perfection, only a tiny handful of bands became known. The others remained shrouded in obscurity that they probably embraced.

In recent years, Math Metal has given birth to one of the newest and most peculiar of Progressive Metal subgenres: Djent. Djent is a Swedish Prog Metal subgenre based around a special technique of guitar strokes that sound like the word “Djent”. The term Prog Metal became also somewhat outdated in the 21st century, and thus the latest wave of experimental Metal artists became known as Post-Metal.
","[""Dream Theater"",""Evergrey"",""Fates Warning"",""Meshuggah"",""Pain of Salvation"",""Queensrÿche"",""Symphony X"",""Threshold"",""Tool""]"
11.03,Power Metal,11.03: Metal -> Power Metal,1977,"Power Metal is a lesser known but properly defined kind of Heavy Metal that started in the seventies (particularly in Germany) and still has a dedicated fanbase today. Power Metal is not really heavy; first and foremost it’s high and fast. The lyrics often tell fictional fantasy tales about warriors, knights, dragons and whatnot and are almost always sung in a high pitched male voice. Furthermore the music is filled with melodies and drum rolls, building up and breaking down, like a rollercoaster ride filled with energy and enthusiasm. The difference between the speedy and guitar solo-oriented types of Classic Metal (of which Power Metal evolved, like e.g. early Van Halen) and Power Metal is that the latter seems to constantly maintain its high velocity and even higher frequency, as if it’s being overcharged with electricity. Power Metal is a genre that never really influenced other genres or evolved in another one. As such it remained a long-lasting parallel Metal stream, though easily eclipsed by the bigger Metal genres.
","[""Blind Guardian"",""Dragonforce"",""Gamma Ray"",""Halloween"",""Hammerfall"",""Iced Earth"",""Kamelot"",""Manowar"",""Metal Church"",""Savatage""]"
11.04,Glam Metal/Hair Metal/Pop Metal,11.04: Metal -> Glam Metal/Hair Metal/Pop Metal,1977,"By the end of the seventies, the concept of Glam Rock got transferred to the world of Metal. Glam Metal went a few steps further though. Where Glam Rock tried to be mysterious and excentric, Glam Metal embraced the medium of television like a window for voyeurs. Long haired male bands (nothing new, but was a first for TV, hence the name Hair Metal) made commercial Metal songs with poplike feelgood tunes, to guarantee themselves some air time. Glam Metal was one of the few music genres that got played a lot during the first years of MTV, which further expanded the fame of these artists. Unfortunately this air (and concert) time was not used to promote the music but rather the private parts of the band. More often than not, Glam or Pop Metal is about sex or at the very least about macho and hedonistic themes. Initial protest was minimal though, as it was hard to take a band in black leather and excessive make-up seriously, plus it didn’t hurt the ratings either. Almost all famous Glam Metal bands were based in Los Angeles, where a glam subculture of stardom allures promiscuity and heroin abuse, paving the surface of Sunset Boulevard.  
","[""Alice Cooper"",""Def Leppard"",""Europe"",""Guns 'n' Roses"",""Guns N' Roses"",""Jon Bon Jovi"",""Kiss"",""Mötley Crue"",""Poison"",""Ratt"",""The Scorpions"",""Twisted Sister"",""Van Halen"",""W.A.S.P.""]"
11.05,New Wave of British Heavy Metal,11.05: Metal -> New Wave of British Heavy Metal,1979,"When Heavy Metal was picked up in the UK, a lot of young bands were eager to make raw, energetic, revolutionary music on their own. On the one hand driven by a contempt for the popularity of Glam/Pop Metal’s commercialism, on the other hand by an urge to keep the British Punk legacy alive. These young bands gathered in garages and quickly formed a massive counterreaction to Glam Metal. By being (a lot) faster, louder, and tougher and with lyrics becoming more pessimistic and aggressive, they transformed Classic Metal into the New Wave of British Heavy Metal (NWOBHM) (although “Garage Metal” would also be a more suitable and descriptive name). The NWOBHM reinvented earlier Classic Metal and Hard Rock bands into a more metallic and edgier sound, and hereby shaping Heavy Metal into the characteristic sound it is most affiliated with. British Metal musicians molded Heavy Metal into the genre most people know, by showing off with bullet-speed riffs, screaming solos, and high-pitched vocals (though still lower than Power Metal).

After its arrival on US soil, the NWOBHM changed into Thrash Metal, while many UK based bands kept performing and stayed more or less true to their sound. The NWOBHM was a lot more swinging and sometimes even “poppy”, compared to later Thrash Metal.
","[""Angel Witch"",""Blitzkrieg"",""Diamond Head"",""Girlschool"",""Iron Maiden"",""Motörhead"",""Praying Mantis"",""Raven"",""Saxon"",""Tygers of Pan Tang""]"
11.06,Thrash Metal,11.06: Metal -> Thrash Metal,1982,"What the NWOBHM did to Classic Metal, Thrash Metal did to the NWOBHM. American bands became hugely influenced by their British predecessors and decided to take it up another notch: the music became even faster and more drum and bass heavy (often involving a drum kit with two bass drums). Glam/Pop Metal made Metal too commercial and lighthearted. Thrash Metal was the answer. Besides aggressive, low-frequency riffs (which are sometimes fittingly described as “shredding”), hyperactive scales and arpeggios and prominent thrashing drum work are the most recognizable features of Thrash Metal. The overall song length also increases compared to NWOBHM, adding more complex song structures to the music. The genre quickly stood out amongst other Metal styles and soon a number of bands rose to international fame, known as the “Big Four of Thrash Metal”. These Bands - Metallica, Slayer, Megadeth, and Anthrax - helped spread Metal throughout the globe, from Japan to Brazil. Thrash Metal also displays a less friendly form of lyrical content. With nihilistic lyrics, often about anti-establishment, justice or war, Metal bands use just about anything to enforce a theatrical vocabulary. But like almost all Heavy Metal the message is rather cryptic than truly political. By the nineties, Thrash Metal’s popularity faded and a new subgenre “Groove Metal” (aka Groove Rock) came in to light. Groove Metal or Rock focused more on a rhythmic groove than simply bass. Yet Thrash Metal is still among the most widely known Metal genres and like any golden age, never truly dead.
","[""Anthrax"",""Destruction"",""Exodus"",""Kreator"",""Machine Head"",""Megadeath"",""Megadeth"",""Metallica"",""Pantera"",""Sacred Reich"",""Sepultura"",""Slayer"",""Sodom"",""Testament""]"
11.07,Early Black Metal & Speed Metal,11.07: Metal -> Early Black Metal & Speed Metal,1982,"The term Extreme Metal is rarely being used, as it is not a genre on its own, but a combination of two obscure but important genres: (early) Black Metal and (true) Speed Metal.

With the explosion of British and Thrash Metal in the early eighties, some bands realized the extreme potential Metal had to offer. Two similar genres became the product of experiments with Metal outside the regular comfort zone. A small number of these bands created dark, evil, atmospheric Metal (early Black), while others turned the energy and tempo of Thrash even higher, forging Speed Metal. Sometimes the term Speed Metal is reserved for early Thrash Metal, forming a sort of proto genre, or simply as a synonym for Thrash. In the strictest sense, Speed Metal is faster, and more melodic than Thrash. Lead guitarists display extreme craftsmanship in extensive virtuoso solos, playing ever more rapid than before.

Nevertheless, the first wave of Black Metal is barely slower than Speed Metal. Pioneering band Venom and their debut album that immediately named the genre, laid out Black Metal’s foundations: distortion, noise, feedback, chaos, shrilling/high-pitch sounds, velocity and satanic themes: a succubus screaming in agony. Black Metal marked a pivotal moment in Metal history. Now it was time to make truly evil music, and no longer just pretend to do so.
","[""Accept"",""Annihilator"",""Anvil"",""Bathory"",""Celtic Frost"",""Exciter"",""Hellhammer"",""Mercyful Fate"",""Morbid"",""Slayer"",""Venom""]"
11.09,Doom Metal,11.09: Metal -> Doom Metal,1984,"Classic Metal band Black Sabbath laid at an early stage (with some of their slower, more ominous songs) the foundations for a lesser known but influential Metal genre: Doom Metal. The utter despair found in their music (and which can also be heard in Gothic Rock) forms the key ingredient of Doom Metal. This is a genre that sounds the way one would expect: hopeless, lethargic and bombastic. Doom Metal often deals about the occult, whether in band names, track titles, imagery or lyrical content. The lyrics are often slightly howled, sometimes with echo, which remind again of Black Sabbath. It’s the slowest form of Metal, and one that came around at a time when Metal only seemed to want to go faster and faster (Speed Metal). A number of bands felt the urge to provide some sort of counterbalance. The lower tempo of Doom Metal leaves lots of room for silence between the ultraheavy sluggish riffs. Not all songs by Doom Metal bands are strictly Doom, some are quite fast and simply Heavy Metal, which would influence Stoner/Sludge Metal bands, as the only alternative approach for non-hyperactive artists. Alongside this evolution, Doom would also crossover with other styles resulting in a lot of different subgenres, such as Atmospheric Doom, Funeral Doom, Doom/Death and Dronemetal or Dronedoom. Modern Doom Metal also experiments with electronic techniques, often found in Ambient and Industrial music, which enhance its droning properties.
","[""Candlemass"",""Cathedral"",""Electric Wizard"",""My Dying Bride"",""Pentagram"",""Saint Vitus"",""The Obsessed"",""Trouble"",""Witchfinder General""]"
